phone_2,phone_1,by,score,n
#,ə,t_g,0.611111111111,288
#,ɑː,t_g,1.0,24
#,ɪ,t_g,0.895833333333,48
#,iː,t_g,1.0,8
#,ɒ,t_g,1.0,8
#,uː,t_g,0.75,8
ə,#,t_g,0.916666666667,108
ə,ɑː,t_g,1.0,54
ə,ɪ,t_g,0.740740740741,108
ə,iː,t_g,0.888888888889,18
ə,ɒ,t_g,1.0,18
ə,uː,t_g,0.722222222222,18
ɑː,#,t_g,1.0,36
ɑː,ə,t_g,1.0,216
ɑː,ɪ,t_g,1.0,36
ɑː,iː,t_g,1.0,6
ɑː,ɒ,t_g,1.0,6
ɑː,uː,t_g,1.0,6
ɪ,#,t_g,1.0,48
ɪ,ə,t_g,0.496527777778,288
ɪ,ɑː,t_g,1.0,24
ɪ,iː,t_g,0.625,8
ɪ,ɒ,t_g,1.0,8
ɪ,uː,t_g,0.375,8
iː,#,t_g,1.0,24
iː,ə,t_g,0.5347222222219999,144
iː,ɑː,t_g,1.0,12
iː,ɪ,t_g,0.541666666667,24
iː,ɒ,t_g,1.0,4
iː,uː,t_g,0.0,4
ɒ,#,t_g,1.0,24
ɒ,ə,t_g,0.986111111111,144
ɒ,ɑː,t_g,0.833333333333,12
ɒ,ɪ,t_g,1.0,24
ɒ,iː,t_g,1.0,4
ɒ,uː,t_g,1.0,4
uː,#,t_g,0.875,24
uː,ə,t_g,0.402777777778,144
uː,ɑː,t_g,1.0,12
uː,ɪ,t_g,0.5,24
uː,iː,t_g,0.5,4
uː,ɒ,t_g,1.0,4
d,j,ei_u,0.416666666667,12
j,d,ei_u,1.0,6
t,d,ei_u,0.5,2
t,j,ei_u,0.5,6
#,iː,l_ii,1.0,2
#,uː,l_ii,1.0,6
iː,uː,l_ii,1.0,12
ɔɪ,iː,l_ii,1.0,2
ɔɪ,uː,l_ii,1.0,6
uː,iː,l_ii,1.0,6
ə,aʊ,b_t,0.988636363636,3520
ə,aɪ,b_t,0.984375,64
ə,ɛ,b_t,1.0,64
ə,ɪ,b_t,0.7686011904760001,1344
ə,iː,b_t,1.0,640
ə,uː,b_t,1.0,64
ə,ʌ,b_t,0.729464285714,6720
æ,ə,b_t,0.592741935484,992
æ,aʊ,b_t,0.7909090909090001,110
æ,aɪ,b_t,0.5,2
æ,ɛ,b_t,0.5,2
æ,ɪ,b_t,0.904761904762,42
æ,iː,b_t,1.0,20
æ,uː,b_t,1.0,2
æ,ʌ,b_t,0.485714285714,210
aʊ,ə,b_t,0.5704728739,10912
aʊ,aɪ,b_t,0.636363636364,22
aʊ,ɛ,b_t,1.0,22
aʊ,ɪ,b_t,0.8982683982680001,462
aʊ,iː,b_t,1.0,220
aʊ,uː,b_t,1.0,22
aʊ,ʌ,b_t,0.5155844155839999,2310
aɪ,ə,b_t,0.6723790322579999,1984
aɪ,aʊ,b_t,0.813636363636,220
aɪ,ɛ,b_t,1.0,4
aɪ,ɪ,b_t,0.9523809523810001,84
aɪ,iː,b_t,1.0,40
aɪ,uː,b_t,1.0,4
aɪ,ʌ,b_t,0.635714285714,420
ɛ,ə,b_t,0.658266129032,1984
ɛ,aʊ,b_t,0.9181818181820001,220
ɛ,aɪ,b_t,0.5,4
ɛ,ɪ,b_t,0.8571428571430001,84
ɛ,iː,b_t,1.0,40
ɛ,uː,b_t,1.0,4
ɛ,ʌ,b_t,0.7,420
ɛɪ,ə,b_t,0.801411290323,992
ɛɪ,aʊ,b_t,1.0,110
ɛɪ,aɪ,b_t,1.0,2
ɛɪ,ɛ,b_t,1.0,2
ɛɪ,ɪ,b_t,0.880952380952,42
ɛɪ,iː,b_t,1.0,20
ɛɪ,uː,b_t,1.0,2
ɛɪ,ʌ,b_t,0.928571428571,210
ɪ,ə,b_t,0.848070276498,6944
ɪ,aʊ,b_t,1.0,770
ɪ,aɪ,b_t,1.0,14
ɪ,ɛ,b_t,1.0,14
ɪ,iː,b_t,1.0,140
ɪ,uː,b_t,0.8571428571430001,14
ɪ,ʌ,b_t,0.990476190476,1470
iː,ə,b_t,0.951008064516,4960
iː,aʊ,b_t,1.0,550
iː,aɪ,b_t,1.0,10
iː,ɛ,b_t,1.0,10
iː,ɪ,b_t,0.619047619048,210
iː,uː,b_t,1.0,10
iː,ʌ,b_t,1.0,1050
ɒ,ə,b_t,0.45967741935500006,992
ɒ,aʊ,b_t,0.990909090909,110
ɒ,aɪ,b_t,1.0,2
ɒ,ɛ,b_t,1.0,2
ɒ,ɪ,b_t,0.761904761905,42
ɒ,iː,b_t,1.0,20
ɒ,uː,b_t,1.0,2
ɒ,ʌ,b_t,0.6761904761900001,210
ɔː,ə,b_t,0.591733870968,992
ɔː,aʊ,b_t,1.0,110
ɔː,aɪ,b_t,1.0,2
ɔː,ɛ,b_t,1.0,2
ɔː,ɪ,b_t,0.833333333333,42
ɔː,iː,b_t,1.0,20
ɔː,uː,b_t,1.0,2
ɔː,ʌ,b_t,0.8714285714290001,210
s,ə,b_t,0.7661290322579999,992
s,aʊ,b_t,1.0,110
s,aɪ,b_t,1.0,2
s,ɛ,b_t,1.0,2
s,ɪ,b_t,0.595238095238,42
s,iː,b_t,1.0,20
s,uː,b_t,1.0,2
s,ʌ,b_t,0.9714285714290001,210
uː,ə,b_t,0.9057459677420001,1984
uː,aʊ,b_t,1.0,220
uː,aɪ,b_t,1.0,4
uː,ɛ,b_t,1.0,4
uː,ɪ,b_t,0.5714285714289999,84
uː,iː,b_t,1.0,40
uː,ʌ,b_t,1.0,420
ʌ,ə,b_t,0.45013440860200005,14880
ʌ,aʊ,b_t,0.898181818182,1650
ʌ,aɪ,b_t,0.933333333333,30
ʌ,ɛ,b_t,1.0,30
ʌ,ɪ,b_t,0.8587301587299999,630
ʌ,iː,b_t,1.0,300
ʌ,uː,b_t,1.0,30
æ,ɪ,l_ng,0.9,960
æ,ɒ,l_ng,1.0,8
ɪ,æ,l_ng,0.984375,192
ɪ,ɒ,l_ng,1.0,32
ɒ,æ,l_ng,1.0,24
ɒ,ɪ,l_ng,0.9979166666670001,480
æ,ɪ,m_lw,0.833333333333,12
æ,ʌ,m_lw,0.5,2
ɛɪ,ɪ,m_lw,0.833333333333,12
ɛɪ,ʌ,m_lw,1.0,2
ɪ,ʌ,m_lw,1.0,8
ɔː,ɪ,m_lw,1.0,12
ɔː,ʌ,m_lw,0.0,2
ʌ,ɪ,m_lw,1.0,24
ʃ,iː,dh_e@,1.0,20
l,j,p_U@,1.0,2
ə,ʊ,p_n,1.0,42
ə,æ,p_n,1.0,252
ə,aʊ,p_n,0.995670995671,2310
ə,ɛ,p_n,0.9928571428569999,420
ə,ɛɪ,p_n,1.0,882
ə,ɪ,p_n,0.68253968254,126
ə,ɒ,p_n,1.0,126
ə,ɔɪ,p_n,1.0,420
ə,ʌ,p_n,0.119047619048,42
ʊ,ə,p_n,0.679761904762,840
ʊ,æ,p_n,1.0,24
ʊ,aʊ,p_n,1.0,220
ʊ,ɛ,p_n,1.0,40
ʊ,ɛɪ,p_n,1.0,84
ʊ,ɪ,p_n,1.0,12
ʊ,ɒ,p_n,1.0,12
ʊ,ɔɪ,p_n,0.85,40
ʊ,ʌ,p_n,0.0,4
æ,ə,p_n,0.677976190476,1680
æ,ʊ,p_n,1.0,8
æ,aʊ,p_n,0.809090909091,440
æ,ɛ,p_n,0.9,80
æ,ɛɪ,p_n,1.0,168
æ,ɪ,p_n,0.958333333333,24
æ,ɒ,p_n,1.0,24
æ,ɔɪ,p_n,1.0,80
æ,ʌ,p_n,0.25,8
aʊ,ə,p_n,0.668181818182,4620
aʊ,ʊ,p_n,1.0,22
aʊ,æ,p_n,0.863636363636,132
aʊ,ɛ,p_n,0.9318181818179999,220
aʊ,ɛɪ,p_n,1.0,462
aʊ,ɪ,p_n,0.9545454545450001,66
aʊ,ɒ,p_n,1.0,66
aʊ,ɔɪ,p_n,1.0,220
aʊ,ʌ,p_n,0.0454545454545,22
aɪ,ə,p_n,0.6261904761899999,420
aɪ,ʊ,p_n,1.0,2
aɪ,æ,p_n,1.0,12
aɪ,aʊ,p_n,0.936363636364,110
aɪ,ɛ,p_n,0.75,20
aɪ,ɛɪ,p_n,1.0,42
aɪ,ɪ,p_n,0.666666666667,6
aɪ,ɒ,p_n,1.0,6
aɪ,ɔɪ,p_n,1.0,20
aɪ,ʌ,p_n,0.5,2
ɛ,ə,p_n,0.507142857143,2100
ɛ,ʊ,p_n,1.0,10
ɛ,æ,p_n,0.916666666667,60
ɛ,aʊ,p_n,0.923636363636,550
ɛ,ɛɪ,p_n,1.0,210
ɛ,ɪ,p_n,0.4,30
ɛ,ɒ,p_n,1.0,30
ɛ,ɔɪ,p_n,1.0,100
ɛ,ʌ,p_n,0.3,10
ɛɪ,ə,p_n,0.7088435374150001,2940
ɛɪ,ʊ,p_n,1.0,14
ɛɪ,æ,p_n,1.0,84
ɛɪ,aʊ,p_n,1.0,770
ɛɪ,ɛ,p_n,0.964285714286,140
ɛɪ,ɪ,p_n,0.714285714286,42
ɛɪ,ɒ,p_n,1.0,42
ɛɪ,ɔɪ,p_n,1.0,140
ɛɪ,ʌ,p_n,0.5,14
ɪ,ə,p_n,0.46666666666699996,1260
ɪ,ʊ,p_n,1.0,6
ɪ,æ,p_n,1.0,36
ɪ,aʊ,p_n,1.0,330
ɪ,ɛ,p_n,0.95,60
ɪ,ɛɪ,p_n,1.0,126
ɪ,ɒ,p_n,1.0,18
ɪ,ɔɪ,p_n,1.0,60
ɪ,ʌ,p_n,0.166666666667,6
iː,ə,p_n,0.719047619048,420
iː,ʊ,p_n,1.0,2
iː,æ,p_n,1.0,12
iː,aʊ,p_n,1.0,110
iː,ɛ,p_n,1.0,20
iː,ɛɪ,p_n,1.0,42
iː,ɪ,p_n,0.666666666667,6
iː,ɒ,p_n,1.0,6
iː,ɔɪ,p_n,1.0,20
iː,ʌ,p_n,0.5,2
ɒ,ə,p_n,0.52380952381,1260
ɒ,ʊ,p_n,1.0,6
ɒ,æ,p_n,1.0,36
ɒ,aʊ,p_n,0.981818181818,330
ɒ,ɛ,p_n,1.0,60
ɒ,ɛɪ,p_n,1.0,126
ɒ,ɪ,p_n,1.0,18
ɒ,ɔɪ,p_n,1.0,60
ɒ,ʌ,p_n,0.0,6
ɔɪ,ə,p_n,0.770952380952,2100
ɔɪ,ʊ,p_n,1.0,10
ɔɪ,æ,p_n,1.0,60
ɔɪ,aʊ,p_n,1.0,550
ɔɪ,ɛ,p_n,1.0,100
ɔɪ,ɛɪ,p_n,1.0,210
ɔɪ,ɪ,p_n,1.0,30
ɔɪ,ɒ,p_n,1.0,30
ɔɪ,ʌ,p_n,0.0,10
ʌ,ə,p_n,0.635714285714,840
ʌ,ʊ,p_n,1.0,4
ʌ,æ,p_n,0.833333333333,24
ʌ,aʊ,p_n,0.913636363636,220
ʌ,ɛ,p_n,1.0,40
ʌ,ɛɪ,p_n,1.0,84
ʌ,ɪ,p_n,1.0,12
ʌ,ɒ,p_n,1.0,12
ʌ,ɔɪ,p_n,1.0,40
ʊə,uː,j_b,0.5,4
ɪə,ʊə,j_b,1.0,2
ɪə,uː,j_b,1.0,2
ɔː,ʊə,j_b,0.0,2
ɔː,uː,j_b,1.0,2
uː,ʊə,j_b,0.0,4
ə,ɑː,j_d,1.0,4
ə,uː,j_d,0.714285714286,84
ɑː,ə,j_d,1.0,4
ɑː,uː,j_d,1.0,84
uː,ə,j_d,0.0,14
uː,ɑː,j_d,1.0,14
",l",ə,f_dh,0.904761904762,420
",l",ɜ:,f_dh,0.5,2
",l",æ,f_dh,1.0,2
",l",ɑː,f_dh,1.0,6
",l",ɔː,f_dh,1.0,12
ə,ɜ:,f_dh,0.190476190476,42
ə,æ,f_dh,1.0,42
ə,ɑː,f_dh,1.0,126
ə,ɔː,f_dh,1.0,252
ɜ:,ə,f_dh,0.875,840
ɜ:,æ,f_dh,1.0,4
ɜ:,ɑː,f_dh,1.0,12
ɜ:,ɔː,f_dh,1.0,24
æ,ə,f_dh,0.9130952380949999,840
æ,ɜ:,f_dh,0.0,4
æ,ɑː,f_dh,0.833333333333,12
æ,ɔː,f_dh,1.0,24
ɑː,ə,f_dh,0.959523809524,1260
ɑː,ɜ:,f_dh,0.0,6
ɑː,æ,f_dh,1.0,6
ɑː,ɔː,f_dh,1.0,36
ɔː,ə,f_dh,0.9851190476189999,1680
ɔː,ɜ:,f_dh,0.25,8
ɔː,æ,f_dh,1.0,8
ɔː,ɑː,f_dh,1.0,24
ə,ʊə,j_f,1.0,6
ə,uː,j_f,0.416666666667,12
ʊə,uː,j_f,0.944444444444,36
uː,ʊə,j_f,1.0,24
ə,uː,j_g,1.0,12
ʊə,uː,j_g,1.0,12
ə,uː,j_h,0.770833333333,48
ɪə,ə,j_h,0.416666666667,12
ɪə,uː,j_h,0.833333333333,12
uː,ə,j_h,0.3125,48
ə,uː,j_i,0.7,30
aɪ,uː,j_k,0.945054945055,182
ɔː,uː,j_k,0.884615384615,182
ə,uː,j_l,0.5666666666669999,60
uː,ə,j_l,0.166666666667,12
ə,uː,j_m,0.7,40
ɒ,ə,j_m,1.0,2
ɒ,uː,j_m,0.95,20
uː,ə,j_m,0.8,10
dʒ,ɹ,i@_@U,0.916666666667,12
ð,l,p_a,1.0,6
g,l,p_a,1.0,6
m,l,p_a,1.0,6
ɹ,l,p_a,1.0,6
θ,l,p_a,1.0,6
ʊə,uː,j_p,1.0,48
uː,ʊə,j_p,1.0,48
ɑː,uː,r_dh,1.0,4
aɪ,ɑː,r_dh,1.0,2
aɪ,uː,r_dh,1.0,2
uː,ɑː,r_dh,1.0,4
ə,ʊə,j_r,0.704656862745,816
ə,ɛə,j_r,1.0,6
ə,ɪə,j_r,0.708333333333,720
ʊə,ə,j_r,0.5392156862749999,102
ʊə,ɛə,j_r,1.0,34
ʊə,ɪə,j_r,0.750490196078,4080
ɛə,ə,j_r,1.0,12
ɛə,ʊə,j_r,0.9669117647059999,544
ɛə,ɪə,j_r,0.627083333333,480
ɪə,ə,j_r,0.8125,96
ɪə,ʊə,j_r,0.929457720588,4352
ɪə,ɛə,j_r,1.0,32
uː,ə,j_r,0.166666666667,6
uː,ʊə,j_r,0.849264705882,272
uː,ɛə,j_r,1.0,2
uː,ɪə,j_r,0.754166666667,240
ə,ɛ,j_t,1.0,60
ə,uː,j_t,0.6939393939390001,660
ɛ,ə,j_t,0.925,80
ɛ,uː,j_t,1.0,528
ɛɪ,ə,j_t,0.65,20
ɛɪ,ɛ,j_t,0.33333333333299997,12
ɛɪ,uː,j_t,0.962121212121,132
ɪə,ə,j_t,0.5,20
ɪə,ɛ,j_t,0.666666666667,12
ɪə,uː,j_t,0.9393939393940001,132
uː,ə,j_t,0.383333333333,240
uː,ɛ,j_t,1.0,144
ʊə,uː,j_w,0.583333333333,12
#,ɒ,p_v,1.0,2
ə,ɒ,p_v,1.0,2
ɛɪ,ɒ,p_v,1.0,2
ʊə,ɪə,j_z,1.0,56
ʊə,uː,j_z,1.0,272
ɪə,uː,j_z,0.9889705882350001,2176
uː,ɪə,j_z,0.917016806723,952
ə,ɜ:,p_s,0.875,240
ə,əʊ,p_s,1.0,144
ə,æ,p_s,1.0,240
ə,ɛ,p_s,1.0,24
ə,ɛɪ,p_s,1.0,72
ə,ɪ,p_s,0.666666666667,24
ə,iː,p_s,1.0,144
ə,ɒ,p_s,0.995833333333,240
ɜ:,ə,p_s,0.825757575758,660
ɜ:,əʊ,p_s,1.0,60
ɜ:,æ,p_s,1.0,100
ɜ:,ɛ,p_s,0.7,10
ɜ:,ɛɪ,p_s,1.0,30
ɜ:,ɪ,p_s,0.9,10
ɜ:,iː,p_s,1.0,60
ɜ:,ɒ,p_s,0.95,100
əʊ,ə,p_s,0.948863636364,528
əʊ,ɜ:,p_s,0.95,80
əʊ,æ,p_s,1.0,80
əʊ,ɛ,p_s,1.0,8
əʊ,ɛɪ,p_s,1.0,24
əʊ,ɪ,p_s,1.0,8
əʊ,iː,p_s,1.0,48
əʊ,ɒ,p_s,1.0,80
ʊ,ə,p_s,0.909090909091,132
ʊ,ɜ:,p_s,1.0,20
ʊ,əʊ,p_s,1.0,12
ʊ,æ,p_s,1.0,20
ʊ,ɛ,p_s,1.0,2
ʊ,ɛɪ,p_s,1.0,6
ʊ,ɪ,p_s,1.0,2
ʊ,iː,p_s,1.0,12
ʊ,ɒ,p_s,1.0,20
æ,ə,p_s,0.956060606061,660
æ,ɜ:,p_s,0.44,100
æ,əʊ,p_s,0.8833333333329999,60
æ,ɛ,p_s,0.2,10
æ,ɛɪ,p_s,1.0,30
æ,ɪ,p_s,1.0,10
æ,iː,p_s,1.0,60
æ,ɒ,p_s,1.0,100
aɪ,ə,p_s,0.9772727272730001,132
aɪ,ɜ:,p_s,0.8,20
aɪ,əʊ,p_s,0.75,12
aɪ,æ,p_s,1.0,20
aɪ,ɛ,p_s,0.5,2
aɪ,ɛɪ,p_s,0.33333333333299997,6
aɪ,ɪ,p_s,1.0,2
aɪ,iː,p_s,1.0,12
aɪ,ɒ,p_s,1.0,20
ɛ,ə,p_s,0.9356060606059999,264
ɛ,ɜ:,p_s,0.575,40
ɛ,əʊ,p_s,1.0,24
ɛ,æ,p_s,0.875,40
ɛ,ɛɪ,p_s,1.0,12
ɛ,ɪ,p_s,0.75,4
ɛ,iː,p_s,1.0,24
ɛ,ɒ,p_s,1.0,40
ɛɪ,ə,p_s,1.0,396
ɛɪ,ɜ:,p_s,1.0,60
ɛɪ,əʊ,p_s,1.0,36
ɛɪ,æ,p_s,1.0,60
ɛɪ,ɛ,p_s,1.0,6
ɛɪ,ɪ,p_s,1.0,6
ɛɪ,iː,p_s,1.0,36
ɛɪ,ɒ,p_s,1.0,60
ɪ,ə,p_s,0.674242424242,264
ɪ,ɜ:,p_s,0.925,40
ɪ,əʊ,p_s,1.0,24
ɪ,æ,p_s,1.0,40
ɪ,ɛ,p_s,1.0,4
ɪ,ɛɪ,p_s,0.916666666667,12
ɪ,iː,p_s,1.0,24
ɪ,ɒ,p_s,1.0,40
iː,ə,p_s,1.0,528
iː,ɜ:,p_s,1.0,80
iː,əʊ,p_s,1.0,48
iː,æ,p_s,1.0,80
iː,ɛ,p_s,1.0,8
iː,ɛɪ,p_s,0.791666666667,24
iː,ɪ,p_s,1.0,8
iː,ɒ,p_s,1.0,80
ɒ,ə,p_s,0.837878787879,660
ɒ,ɜ:,p_s,0.79,100
ɒ,əʊ,p_s,1.0,60
ɒ,æ,p_s,1.0,100
ɒ,ɛ,p_s,1.0,10
ɒ,ɛɪ,p_s,1.0,30
ɒ,ɪ,p_s,1.0,10
ɒ,iː,p_s,1.0,60
θ,ə,p_s,0.69696969697,132
θ,ɜ:,p_s,1.0,20
θ,əʊ,p_s,1.0,12
θ,æ,p_s,1.0,20
θ,ɛ,p_s,1.0,2
θ,ɛɪ,p_s,1.0,6
θ,ɪ,p_s,0.5,2
θ,iː,p_s,1.0,12
θ,ɒ,p_s,1.0,20
ə,aɪ,p_p,1.0,2
ə,iː,p_p,1.0,650
ɜ:,aɪ,p_p,1.0,2
ɜ:,iː,p_p,1.0,650
æ,aɪ,p_p,1.0,2
æ,iː,p_p,1.0,650
aɪ,iː,p_p,0.999230769231,1300
ɛɪ,aɪ,p_p,1.0,2
ɛɪ,iː,p_p,0.970769230769,650
iː,aɪ,p_p,1.0,52
ɒ,aɪ,p_p,1.0,2
ɒ,iː,p_p,1.0,650
uː,aɪ,p_p,1.0,2
uː,iː,p_p,1.0,650
ʌ,aɪ,p_p,1.0,2
ʌ,iː,p_p,1.0,650
ə,ɜ:,r_dZ,1.0,4
ə,æ,r_dZ,1.0,4
ə,ɛɪ,r_dZ,1.0,4
ə,ɪ,r_dZ,0.714285714286,112
ə,iː,r_dZ,0.833333333333,12
ɜ:,ə,r_dZ,1.0,4
ɜ:,æ,r_dZ,1.0,4
ɜ:,ɛɪ,r_dZ,1.0,4
ɜ:,ɪ,r_dZ,0.928571428571,112
ɜ:,iː,r_dZ,1.0,12
æ,ə,r_dZ,1.0,4
æ,ɜ:,r_dZ,1.0,4
æ,ɛɪ,r_dZ,0.5,4
æ,ɪ,r_dZ,0.9553571428569999,112
æ,iː,r_dZ,1.0,12
ɛ,ə,r_dZ,1.0,2
ɛ,ɜ:,r_dZ,1.0,2
ɛ,æ,r_dZ,1.0,2
ɛ,ɛɪ,r_dZ,1.0,2
ɛ,ɪ,r_dZ,0.8928571428569999,56
ɛ,iː,r_dZ,1.0,6
ɛɪ,ə,r_dZ,1.0,4
ɛɪ,ɜ:,r_dZ,1.0,4
ɛɪ,æ,r_dZ,1.0,4
ɛɪ,ɪ,r_dZ,0.866071428571,112
ɛɪ,iː,r_dZ,0.833333333333,12
ɪ,ə,r_dZ,0.5,16
ɪ,ɜ:,r_dZ,1.0,16
ɪ,æ,r_dZ,1.0,16
ɪ,ɛɪ,r_dZ,1.0,16
ɪ,iː,r_dZ,0.520833333333,48
iː,ə,r_dZ,0.5,6
iː,ɜ:,r_dZ,1.0,6
iː,æ,r_dZ,1.0,6
iː,ɛɪ,r_dZ,0.833333333333,6
iː,ɪ,r_dZ,0.52380952381,168
ɒ,ə,r_dZ,0.5,2
ɒ,ɜ:,r_dZ,1.0,2
ɒ,æ,r_dZ,1.0,2
ɒ,ɛɪ,r_dZ,1.0,2
ɒ,ɪ,r_dZ,0.964285714286,56
ɒ,iː,r_dZ,1.0,6
aʊ,ð,p_@,1.0,150
aʊ,iː,p_@,1.0,210
aʊ,l,p_@,0.8,10
aʊ,m,p_@,1.0,60
aʊ,ɹ,p_@,0.996842105263,1900
aʊ,s,p_@,1.0,10
aʊ,t,p_@,1.0,30
aʊ,tʃ,p_@,1.0,10
ð,aʊ,p_@,1.0,120
ð,iː,p_@,0.980158730159,252
ð,l,p_@,1.0,12
ð,m,p_@,1.0,72
ð,ɹ,p_@,1.0,2280
ð,s,p_@,1.0,12
ð,t,p_@,0.916666666667,36
ð,tʃ,p_@,1.0,12
h,aʊ,p_@,1.0,20
h,ð,p_@,1.0,30
h,iː,p_@,1.0,42
h,l,p_@,1.0,2
h,m,p_@,1.0,12
h,ɹ,p_@,0.994736842105,380
h,s,p_@,1.0,2
h,t,p_@,1.0,6
h,tʃ,p_@,1.0,2
iː,aʊ,p_@,1.0,140
iː,ð,p_@,0.947619047619,210
iː,l,p_@,1.0,14
iː,m,p_@,1.0,84
iː,ɹ,p_@,1.0,2660
iː,s,p_@,1.0,14
iː,t,p_@,1.0,42
iː,tʃ,p_@,1.0,14
j,aʊ,p_@,1.0,20
j,ð,p_@,0.9,30
j,iː,p_@,0.642857142857,42
j,l,p_@,1.0,2
j,m,p_@,1.0,12
j,ɹ,p_@,1.0,380
j,s,p_@,1.0,2
j,t,p_@,1.0,6
j,tʃ,p_@,1.0,2
l,aʊ,p_@,1.0,40
l,ð,p_@,1.0,60
l,iː,p_@,1.0,84
l,m,p_@,1.0,24
l,ɹ,p_@,0.852631578947,760
l,s,p_@,1.0,4
l,t,p_@,1.0,12
l,tʃ,p_@,1.0,4
m,aʊ,p_@,1.0,80
m,ð,p_@,0.9916666666670001,120
m,iː,p_@,1.0,168
m,l,p_@,1.0,8
m,ɹ,p_@,0.9973684210529999,1520
m,s,p_@,1.0,8
m,t,p_@,0.916666666667,24
m,tʃ,p_@,1.0,8
ɹ,aʊ,p_@,1.0,400
ɹ,ð,p_@,1.0,600
ɹ,iː,p_@,1.0,840
ɹ,l,p_@,0.45,40
ɹ,m,p_@,1.0,240
ɹ,s,p_@,1.0,40
ɹ,t,p_@,0.9916666666670001,120
ɹ,tʃ,p_@,1.0,40
s,aʊ,p_@,1.0,40
s,ð,p_@,0.8833333333329999,60
s,iː,p_@,1.0,84
s,l,p_@,1.0,4
s,m,p_@,1.0,24
s,ɹ,p_@,1.0,760
s,t,p_@,0.583333333333,12
s,tʃ,p_@,1.0,4
t,aʊ,p_@,1.0,60
t,ð,p_@,0.944444444444,90
t,iː,p_@,1.0,126
t,l,p_@,1.0,6
t,m,p_@,1.0,36
t,ɹ,p_@,0.999122807018,1140
t,s,p_@,0.5,6
t,tʃ,p_@,1.0,6
tʃ,aʊ,p_@,1.0,40
tʃ,ð,p_@,1.0,60
tʃ,iː,p_@,0.9523809523810001,84
tʃ,l,p_@,1.0,4
tʃ,m,p_@,1.0,24
tʃ,ɹ,p_@,1.0,760
tʃ,s,p_@,1.0,4
tʃ,t,p_@,1.0,12
uː,aʊ,p_@,1.0,20
uː,ð,p_@,1.0,30
uː,iː,p_@,0.619047619048,42
uː,l,p_@,1.0,2
uː,m,p_@,1.0,12
uː,ɹ,p_@,1.0,380
uː,s,p_@,1.0,2
uː,t,p_@,1.0,6
uː,tʃ,p_@,1.0,2
ɜ:,əʊ,p_Z,1.0,6
əʊ,ɜ:,p_Z,1.0,12
ʊ,ɛ,p_S,1.0,12
æ,ʊ,p_S,1.0,2
æ,ɛ,p_S,1.0,6
ɛ,ʊ,p_S,1.0,6
ɛɪ,ʊ,p_S,1.0,2
ɛɪ,ɛ,p_S,1.0,6
ɒ,ʊ,p_S,0.5,2
ɒ,ɛ,p_S,1.0,6
ɔː,ʊ,p_S,0.0,2
ɔː,ɛ,p_S,1.0,6
ɜ:,uː,j_#,0.986111111111,72
ɛə,uː,j_#,0.986111111111,72
ɪə,uː,j_#,0.986111111111,72
p,w,u_@@,1.0,8
w,p,u_@@,1.0,24
ɑː,iː,p_#,1.0,2
ɑː,s,p_#,1.0,6
ɑː,t,p_#,1.0,12
ɪə,iː,p_#,1.0,2
ɪə,s,p_#,1.0,6
ɪə,t,p_#,1.0,12
iː,s,p_#,1.0,12
iː,t,p_#,1.0,24
s,iː,p_#,1.0,6
s,t,p_#,0.75,36
t,iː,p_#,1.0,8
t,s,p_#,1.0,24
θ,iː,p_#,1.0,2
θ,s,p_#,1.0,6
θ,t,p_#,0.916666666667,12
b,g,u_@U,1.0,12
b,n,u_@U,0.75,12
g,b,u_@U,1.0,6
g,n,u_@U,0.611111111111,18
l,b,u_@U,1.0,2
l,g,u_@U,1.0,6
l,n,u_@U,0.666666666667,6
n,b,u_@U,1.0,6
n,g,u_@U,1.0,18
z,b,u_@U,1.0,2
z,g,u_@U,1.0,6
z,n,u_@U,0.666666666667,6
ʃ,s,"@@_,n",0.75,12
ʃ,t,"@@_,n",0.5,12
s,ʃ,"@@_,n",1.0,6
s,t,"@@_,n",0.444444444444,18
t,ʃ,"@@_,n",1.0,6
t,s,"@@_,n",0.555555555556,18
ʃ,n,"@@_,l",0.666666666667,6
ʊ,ɪ,w_m,0.791666666667,48
ʊ,ɔː,w_m,1.0,8
æ,ʊ,w_m,1.0,12
æ,ɪ,w_m,0.833333333333,12
æ,ɔː,w_m,1.0,2
ɛə,ʊ,w_m,1.0,12
ɛə,ɪ,w_m,0.666666666667,12
ɛə,ɔː,w_m,1.0,2
ɪ,ʊ,w_m,0.895833333333,48
ɪ,ɔː,w_m,1.0,8
iː,ʊ,w_m,1.0,12
iː,ɪ,w_m,0.583333333333,12
iː,ɔː,w_m,1.0,2
ɔː,ʊ,w_m,0.375,24
ɔː,ɪ,w_m,0.916666666667,24
ə,ɪ,w_l,0.6875,48
ə,ɔː,w_l,1.0,16
ɑː,ə,w_l,0.928571428571,56
ɑː,ɪ,w_l,1.0,6
ɑː,ɔː,w_l,1.0,2
ɛ,ə,w_l,0.821428571429,56
ɛ,ɪ,w_l,1.0,6
ɛ,ɔː,w_l,1.0,2
ɪ,ə,w_l,0.47023809523800003,168
ɪ,ɔː,w_l,1.0,6
iː,ə,w_l,0.785714285714,56
iː,ɪ,w_l,1.0,6
iː,ɔː,w_l,1.0,2
ɒ,ə,w_l,0.910714285714,56
ɒ,ɪ,w_l,1.0,6
ɒ,ɔː,w_l,1.0,2
ɔː,ə,w_l,0.669642857143,112
