phone_2,phone_1,by,score,n
əʊ,ə,"('v_t', 'msak0')",1.0,2
d,ə,"('v_t', 'msak0')",1.0,2
n,ə,"('v_t', 'msak0')",0.5,2
ɔː,ə,"('v_t', 'msak0')",1.0,2
s,ə,"('v_t', 'msak0')",0.0,2
z,ə,"('v_t', 'msak0')",1.0,2
b,k,"('@_uh', 'fsew0')",1.0,2
b,m,"('@_uh', 'fsew0')",0.65,20
b,n,"('@_uh', 'fsew0')",0.880952380952,42
b,ɹ,"('@_uh', 'fsew0')",0.666666666667,6
b,s,"('@_uh', 'fsew0')",0.833333333333,6
dʒ,k,"('@_uh', 'fsew0')",1.0,2
dʒ,m,"('@_uh', 'fsew0')",1.0,20
dʒ,n,"('@_uh', 'fsew0')",0.928571428571,42
dʒ,ɹ,"('@_uh', 'fsew0')",1.0,6
dʒ,s,"('@_uh', 'fsew0')",1.0,6
j,k,"('@_uh', 'fsew0')",1.0,2
j,m,"('@_uh', 'fsew0')",1.0,20
j,n,"('@_uh', 'fsew0')",1.0,42
j,ɹ,"('@_uh', 'fsew0')",1.0,6
j,s,"('@_uh', 'fsew0')",1.0,6
k,m,"('@_uh', 'fsew0')",1.0,40
k,n,"('@_uh', 'fsew0')",0.97619047619,84
k,ɹ,"('@_uh', 'fsew0')",0.833333333333,12
k,s,"('@_uh', 'fsew0')",1.0,12
l,k,"('@_uh', 'fsew0')",1.0,2
l,m,"('@_uh', 'fsew0')",1.0,20
l,n,"('@_uh', 'fsew0')",0.833333333333,42
l,ɹ,"('@_uh', 'fsew0')",0.666666666667,6
l,s,"('@_uh', 'fsew0')",1.0,6
m,k,"('@_uh', 'fsew0')",1.0,10
m,n,"('@_uh', 'fsew0')",0.890476190476,210
m,ɹ,"('@_uh', 'fsew0')",0.766666666667,30
m,s,"('@_uh', 'fsew0')",0.8666666666670001,30
n,k,"('@_uh', 'fsew0')",1.0,14
n,m,"('@_uh', 'fsew0')",1.0,140
n,ɹ,"('@_uh', 'fsew0')",0.714285714286,42
n,s,"('@_uh', 'fsew0')",0.785714285714,42
ɹ,k,"('@_uh', 'fsew0')",1.0,6
ɹ,m,"('@_uh', 'fsew0')",0.983333333333,60
ɹ,n,"('@_uh', 'fsew0')",0.84126984127,126
ɹ,s,"('@_uh', 'fsew0')",1.0,18
s,k,"('@_uh', 'fsew0')",1.0,6
s,m,"('@_uh', 'fsew0')",0.916666666667,60
s,n,"('@_uh', 'fsew0')",0.6587301587300001,126
s,ɹ,"('@_uh', 'fsew0')",0.944444444444,18
θ,k,"('@_uh', 'fsew0')",1.0,2
θ,m,"('@_uh', 'fsew0')",1.0,20
θ,n,"('@_uh', 'fsew0')",0.833333333333,42
θ,ɹ,"('@_uh', 'fsew0')",1.0,6
θ,s,"('@_uh', 'fsew0')",1.0,6
w,k,"('@_uh', 'fsew0')",1.0,2
w,m,"('@_uh', 'fsew0')",0.95,20
w,n,"('@_uh', 'fsew0')",0.97619047619,42
w,ɹ,"('@_uh', 'fsew0')",0.666666666667,6
w,s,"('@_uh', 'fsew0')",1.0,6
ə,ɪ,"('d_d', 'fsew0')",0.695054945055,364
ɪ,ə,"('d_d', 'fsew0')",0.714285714286,28
n,ə,"('d_d', 'fsew0')",0.0,2
n,ɪ,"('d_d', 'fsew0')",0.576923076923,182
əʊ,ɪ,"('r_tS', 'msak0')",1.0,6
ɛɪ,ɪ,"('r_tS', 'msak0')",1.0,6
aɪ,s,"('k_#', 'fsew0')",1.0,2
ʃ,ð,"('i_i', 'msak0')",1.0,12
ʃ,f,"('i_i', 'msak0')",1.0,12
ʃ,n,"('i_i', 'msak0')",1.0,4
ʃ,ŋ,"('i_i', 'msak0')",1.0,112
ʃ,p,"('i_i', 'msak0')",1.0,4
ʃ,s,"('i_i', 'msak0')",1.0,12
ʃ,t,"('i_i', 'msak0')",0.583333333333,12
ʃ,v,"('i_i', 'msak0')",1.0,4
ð,ʃ,"('i_i', 'msak0')",1.0,6
ð,f,"('i_i', 'msak0')",1.0,18
ð,n,"('i_i', 'msak0')",1.0,6
ð,ŋ,"('i_i', 'msak0')",1.0,168
ð,p,"('i_i', 'msak0')",1.0,6
ð,s,"('i_i', 'msak0')",1.0,18
ð,t,"('i_i', 'msak0')",1.0,18
ð,v,"('i_i', 'msak0')",1.0,6
f,ʃ,"('i_i', 'msak0')",1.0,6
f,ð,"('i_i', 'msak0')",1.0,18
f,n,"('i_i', 'msak0')",1.0,6
f,ŋ,"('i_i', 'msak0')",1.0,168
f,p,"('i_i', 'msak0')",1.0,6
f,s,"('i_i', 'msak0')",1.0,18
f,t,"('i_i', 'msak0')",0.833333333333,18
f,v,"('i_i', 'msak0')",0.33333333333299997,6
g,ʃ,"('i_i', 'msak0')",1.0,2
g,ð,"('i_i', 'msak0')",1.0,6
g,f,"('i_i', 'msak0')",1.0,6
g,n,"('i_i', 'msak0')",1.0,2
g,ŋ,"('i_i', 'msak0')",0.642857142857,56
g,p,"('i_i', 'msak0')",1.0,2
g,s,"('i_i', 'msak0')",1.0,6
g,t,"('i_i', 'msak0')",1.0,6
g,v,"('i_i', 'msak0')",1.0,2
k,ʃ,"('i_i', 'msak0')",1.0,2
k,ð,"('i_i', 'msak0')",1.0,6
k,f,"('i_i', 'msak0')",1.0,6
k,n,"('i_i', 'msak0')",1.0,2
k,ŋ,"('i_i', 'msak0')",0.267857142857,56
k,p,"('i_i', 'msak0')",1.0,2
k,s,"('i_i', 'msak0')",1.0,6
k,t,"('i_i', 'msak0')",1.0,6
k,v,"('i_i', 'msak0')",1.0,2
l,ʃ,"('i_i', 'msak0')",1.0,2
l,ð,"('i_i', 'msak0')",1.0,6
l,f,"('i_i', 'msak0')",1.0,6
l,n,"('i_i', 'msak0')",1.0,2
l,ŋ,"('i_i', 'msak0')",0.964285714286,56
l,p,"('i_i', 'msak0')",1.0,2
l,s,"('i_i', 'msak0')",1.0,6
l,t,"('i_i', 'msak0')",1.0,6
l,v,"('i_i', 'msak0')",1.0,2
m,ʃ,"('i_i', 'msak0')",1.0,2
m,ð,"('i_i', 'msak0')",1.0,6
m,f,"('i_i', 'msak0')",1.0,6
m,n,"('i_i', 'msak0')",1.0,2
m,ŋ,"('i_i', 'msak0')",1.0,56
m,p,"('i_i', 'msak0')",1.0,2
m,s,"('i_i', 'msak0')",1.0,6
m,t,"('i_i', 'msak0')",1.0,6
m,v,"('i_i', 'msak0')",1.0,2
n,ʃ,"('i_i', 'msak0')",0.5,4
n,ð,"('i_i', 'msak0')",1.0,12
n,f,"('i_i', 'msak0')",1.0,12
n,ŋ,"('i_i', 'msak0')",0.991071428571,112
n,p,"('i_i', 'msak0')",1.0,4
n,s,"('i_i', 'msak0')",1.0,12
n,t,"('i_i', 'msak0')",0.583333333333,12
n,v,"('i_i', 'msak0')",1.0,4
ŋ,ʃ,"('i_i', 'msak0')",1.0,16
ŋ,ð,"('i_i', 'msak0')",1.0,48
ŋ,f,"('i_i', 'msak0')",1.0,48
ŋ,n,"('i_i', 'msak0')",1.0,16
ŋ,p,"('i_i', 'msak0')",1.0,16
ŋ,s,"('i_i', 'msak0')",1.0,48
ŋ,t,"('i_i', 'msak0')",1.0,48
ŋ,v,"('i_i', 'msak0')",1.0,16
p,ʃ,"('i_i', 'msak0')",1.0,4
p,ð,"('i_i', 'msak0')",1.0,12
p,f,"('i_i', 'msak0')",1.0,12
p,n,"('i_i', 'msak0')",1.0,4
p,ŋ,"('i_i', 'msak0')",1.0,112
p,s,"('i_i', 'msak0')",1.0,12
p,t,"('i_i', 'msak0')",1.0,12
p,v,"('i_i', 'msak0')",1.0,4
s,ʃ,"('i_i', 'msak0')",1.0,6
s,ð,"('i_i', 'msak0')",1.0,18
s,f,"('i_i', 'msak0')",1.0,18
s,n,"('i_i', 'msak0')",1.0,6
s,ŋ,"('i_i', 'msak0')",1.0,168
s,p,"('i_i', 'msak0')",1.0,6
s,t,"('i_i', 'msak0')",0.444444444444,18
s,v,"('i_i', 'msak0')",1.0,6
t,ʃ,"('i_i', 'msak0')",0.33333333333299997,6
t,ð,"('i_i', 'msak0')",1.0,18
t,f,"('i_i', 'msak0')",1.0,18
t,n,"('i_i', 'msak0')",1.0,6
t,ŋ,"('i_i', 'msak0')",1.0,168
t,p,"('i_i', 'msak0')",1.0,6
t,s,"('i_i', 'msak0')",0.722222222222,18
t,v,"('i_i', 'msak0')",1.0,6
v,ʃ,"('i_i', 'msak0')",1.0,4
v,ð,"('i_i', 'msak0')",1.0,12
v,f,"('i_i', 'msak0')",0.666666666667,12
v,n,"('i_i', 'msak0')",1.0,4
v,ŋ,"('i_i', 'msak0')",1.0,112
v,p,"('i_i', 'msak0')",1.0,4
v,s,"('i_i', 'msak0')",1.0,12
v,t,"('i_i', 'msak0')",0.916666666667,12
z,ʃ,"('i_i', 'msak0')",1.0,2
z,ð,"('i_i', 'msak0')",1.0,6
z,f,"('i_i', 'msak0')",1.0,6
z,n,"('i_i', 'msak0')",1.0,2
z,ŋ,"('i_i', 'msak0')",1.0,56
z,p,"('i_i', 'msak0')",1.0,2
z,s,"('i_i', 'msak0')",0.166666666667,6
z,t,"('i_i', 'msak0')",0.33333333333299997,6
z,v,"('i_i', 'msak0')",1.0,2
z,ɹ,"('g_aa', 'fsew0')",1.0,12
ɛɪ,ə,"('l_b', 'msak0')",0.0,2
ʌ,ə,"('l_b', 'msak0')",0.0,2
z,ə,"('l_b', 'msak0')",0.5,2
ə,t,"('ii_l', 'fsew0')",1.0,2
d,t,"('ii_l', 'fsew0')",0.5,2
f,t,"('ii_l', 'fsew0')",1.0,2
ɒ,t,"('ii_l', 'fsew0')",1.0,2
ɔː,t,"('ii_l', 'fsew0')",1.0,2
s,t,"('ii_l', 'fsew0')",1.0,2
v,t,"('ii_l', 'fsew0')",1.0,2
ə,z,"('ii_k', 'msak0')",1.0,2
m,z,"('ii_k', 'msak0')",1.0,2
ɒ,z,"('ii_k', 'msak0')",1.0,2
s,z,"('ii_k', 'msak0')",0.5,2
tʃ,z,"('ii_k', 'msak0')",1.0,2
v,z,"('ii_k', 'msak0')",1.0,2
ɛ,ɪ,"('p_k', 'fsew0')",1.0,4
ɪ,ɛ,"('p_k', 'fsew0')",0.5,4
ɔː,ɛ,"('p_k', 'fsew0')",1.0,2
ɔː,ɪ,"('p_k', 'fsew0')",1.0,2
t,z,"('aU_#', 'fsew0')",0.5,2
ə,ɪ,"('iy_n', 'msak0')",0.416666666667,48
ə,ɒ,"('iy_n', 'msak0')",0.833333333333,24
æ,ə,"('iy_n', 'msak0')",0.5,12
æ,ɪ,"('iy_n', 'msak0')",0.5,12
æ,ɒ,"('iy_n', 'msak0')",0.5,6
ɪ,ə,"('iy_n', 'msak0')",0.395833333333,48
ɪ,ɒ,"('iy_n', 'msak0')",0.666666666667,24
ɒ,ə,"('iy_n', 'msak0')",0.611111111111,36
ɒ,ɪ,"('iy_n', 'msak0')",0.722222222222,36
iː,s,"('t_#', 'fsew0')",1.0,42
y,s,"('t_#', 'fsew0')",1.0,42
ə,æ,"('#_l', 'msak0')",0.861111111111,36
ə,k,"('#_l', 'msak0')",1.0,36
ə,p,"('#_l', 'msak0')",1.0,180
æ,ə,"('#_l', 'msak0')",0.5888888888889999,90
æ,k,"('#_l', 'msak0')",1.0,18
æ,p,"('#_l', 'msak0')",1.0,90
ɛ,ə,"('#_l', 'msak0')",0.633333333333,30
ɛ,æ,"('#_l', 'msak0')",1.0,6
ɛ,k,"('#_l', 'msak0')",1.0,6
ɛ,p,"('#_l', 'msak0')",1.0,30
f,ə,"('#_l', 'msak0')",1.0,30
f,æ,"('#_l', 'msak0')",1.0,6
f,k,"('#_l', 'msak0')",1.0,6
f,p,"('#_l', 'msak0')",1.0,30
g,ə,"('#_l', 'msak0')",1.0,30
g,æ,"('#_l', 'msak0')",1.0,6
g,k,"('#_l', 'msak0')",0.833333333333,6
g,p,"('#_l', 'msak0')",1.0,30
k,ə,"('#_l', 'msak0')",1.0,90
k,æ,"('#_l', 'msak0')",1.0,18
k,p,"('#_l', 'msak0')",1.0,90
ɔː,ə,"('#_l', 'msak0')",0.833333333333,30
ɔː,æ,"('#_l', 'msak0')",1.0,6
ɔː,k,"('#_l', 'msak0')",1.0,6
ɔː,p,"('#_l', 'msak0')",1.0,30
p,ə,"('#_l', 'msak0')",1.0,180
p,æ,"('#_l', 'msak0')",1.0,36
p,k,"('#_l', 'msak0')",1.0,36
əʊ,l,"('k_oo', 'msak0')",0.833333333333,6
k,l,"('k_oo', 'msak0')",0.666666666667,6
v,l,"('k_oo', 'msak0')",1.0,6
aʊ,ð,"('p_@', 'fsew0')",1.0,6
aʊ,m,"('p_@', 'fsew0')",1.0,2
aʊ,ɹ,"('p_@', 'fsew0')",0.880952380952,42
aɪ,ð,"('p_@', 'fsew0')",1.0,6
aɪ,m,"('p_@', 'fsew0')",1.0,2
aɪ,ɹ,"('p_@', 'fsew0')",0.9523809523810001,42
ð,m,"('p_@', 'fsew0')",0.33333333333299997,6
ð,ɹ,"('p_@', 'fsew0')",1.0,126
iː,ð,"('p_@', 'fsew0')",1.0,6
iː,m,"('p_@', 'fsew0')",1.0,2
iː,ɹ,"('p_@', 'fsew0')",1.0,42
l,ð,"('p_@', 'fsew0')",1.0,6
l,m,"('p_@', 'fsew0')",1.0,2
l,ɹ,"('p_@', 'fsew0')",0.714285714286,42
m,ð,"('p_@', 'fsew0')",0.916666666667,12
m,ɹ,"('p_@', 'fsew0')",1.0,84
ɹ,ð,"('p_@', 'fsew0')",1.0,42
ɹ,m,"('p_@', 'fsew0')",1.0,14
s,ð,"('p_@', 'fsew0')",0.833333333333,6
s,m,"('p_@', 'fsew0')",1.0,2
s,ɹ,"('p_@', 'fsew0')",1.0,42
t,ð,"('p_@', 'fsew0')",0.666666666667,6
t,m,"('p_@', 'fsew0')",1.0,2
t,ɹ,"('p_@', 'fsew0')",1.0,42
w,ð,"('p_@', 'fsew0')",1.0,6
w,m,"('p_@', 'fsew0')",1.0,2
w,ɹ,"('p_@', 'fsew0')",0.928571428571,42
b,d,"('u_#', 'fsew0')",1.0,2
b,s,"('u_#', 'fsew0')",1.0,2
b,t,"('u_#', 'fsew0')",1.0,2
b,z,"('u_#', 'fsew0')",1.0,6
d,s,"('u_#', 'fsew0')",1.0,4
d,t,"('u_#', 'fsew0')",0.75,4
d,z,"('u_#', 'fsew0')",1.0,12
f,d,"('u_#', 'fsew0')",1.0,2
f,s,"('u_#', 'fsew0')",1.0,2
f,t,"('u_#', 'fsew0')",1.0,2
f,z,"('u_#', 'fsew0')",1.0,6
m,d,"('u_#', 'fsew0')",1.0,2
m,s,"('u_#', 'fsew0')",1.0,2
m,t,"('u_#', 'fsew0')",1.0,2
m,z,"('u_#', 'fsew0')",1.0,6
n,d,"('u_#', 'fsew0')",0.0,2
n,s,"('u_#', 'fsew0')",1.0,2
n,t,"('u_#', 'fsew0')",1.0,2
n,z,"('u_#', 'fsew0')",1.0,6
s,d,"('u_#', 'fsew0')",0.5,4
s,t,"('u_#', 'fsew0')",1.0,4
s,z,"('u_#', 'fsew0')",0.416666666667,12
t,d,"('u_#', 'fsew0')",0.25,4
t,s,"('u_#', 'fsew0')",1.0,4
t,z,"('u_#', 'fsew0')",0.75,12
z,d,"('u_#', 'fsew0')",0.5,6
z,s,"('u_#', 'fsew0')",0.166666666667,6
z,t,"('u_#', 'fsew0')",0.5,6
b,l,"('aa_i', 'msak0')",1.0,2
b,t,"('aa_i', 'msak0')",1.0,20
d,l,"('aa_i', 'msak0')",0.5,2
d,t,"('aa_i', 'msak0')",1.0,20
k,l,"('aa_i', 'msak0')",1.0,2
k,t,"('aa_i', 'msak0')",1.0,20
l,t,"('aa_i', 'msak0')",1.0,40
t,l,"('aa_i', 'msak0')",1.0,10
ɛɪ,æ,"('k_S', 'msak0')",1.0,2
ɔː,æ,"('k_S', 'msak0')",1.0,2
dʒ,l,"('k_a', 'fsew0')",1.0,6
dʒ,ɹ,"('k_a', 'fsew0')",1.0,12
l,ɹ,"('k_a', 'fsew0')",1.0,36
ɹ,l,"('k_a', 'fsew0')",1.0,24
s,l,"('k_a', 'fsew0')",1.0,6
s,ɹ,"('k_a', 'fsew0')",1.0,12
w,l,"('k_a', 'fsew0')",1.0,6
w,ɹ,"('k_a', 'fsew0')",1.0,12
g,t,"('e_dh', 'fsew0')",1.0,6
s,t,"('e_dh', 'fsew0')",1.0,6
ə,ɑː,"('l_dZ', 'msak0')",1.0,36
ə,ɛ,"('l_dZ', 'msak0')",1.0,6
ə,ɪ,"('l_dZ', 'msak0')",1.0,6
ə,ɒ,"('l_dZ', 'msak0')",0.833333333333,18
ɜ:,ə,"('l_dZ', 'msak0')",0.666666666667,6
ɜ:,ɑː,"('l_dZ', 'msak0')",1.0,12
ɜ:,ɛ,"('l_dZ', 'msak0')",1.0,2
ɜ:,ɪ,"('l_dZ', 'msak0')",1.0,2
ɜ:,ɒ,"('l_dZ', 'msak0')",0.833333333333,6
ɑː,ə,"('l_dZ', 'msak0')",0.583333333333,24
ɑː,ɛ,"('l_dZ', 'msak0')",1.0,8
ɑː,ɪ,"('l_dZ', 'msak0')",1.0,8
ɑː,ɒ,"('l_dZ', 'msak0')",0.33333333333299997,24
ɛ,ə,"('l_dZ', 'msak0')",0.33333333333299997,12
ɛ,ɑː,"('l_dZ', 'msak0')",1.0,24
ɛ,ɪ,"('l_dZ', 'msak0')",0.75,4
ɛ,ɒ,"('l_dZ', 'msak0')",0.833333333333,12
ɪ,ə,"('l_dZ', 'msak0')",0.5,12
ɪ,ɑː,"('l_dZ', 'msak0')",1.0,24
ɪ,ɛ,"('l_dZ', 'msak0')",0.75,4
ɪ,ɒ,"('l_dZ', 'msak0')",1.0,12
ɒ,ə,"('l_dZ', 'msak0')",0.5,18
ɒ,ɑː,"('l_dZ', 'msak0')",0.888888888889,36
ɒ,ɛ,"('l_dZ', 'msak0')",1.0,6
ɒ,ɪ,"('l_dZ', 'msak0')",1.0,6
uː,ə,"('l_dZ', 'msak0')",0.666666666667,6
uː,ɑː,"('l_dZ', 'msak0')",1.0,12
uː,ɛ,"('l_dZ', 'msak0')",1.0,2
uː,ɪ,"('l_dZ', 'msak0')",1.0,2
uː,ɒ,"('l_dZ', 'msak0')",1.0,6
ɹ,j,"('d_u', 'fsew0')",0.6,20
t,j,"('d_u', 'fsew0')",0.7,20
b,m,"('s_ai', 'fsew0')",1.0,2
g,m,"('s_ai', 'fsew0')",1.0,2
k,m,"('s_ai', 'fsew0')",1.0,2
l,m,"('s_ai', 'fsew0')",1.0,2
p,m,"('s_ai', 'fsew0')",1.0,2
ɹ,m,"('s_ai', 'fsew0')",1.0,2
t,m,"('s_ai', 'fsew0')",1.0,2
w,m,"('s_ai', 'fsew0')",1.0,2
ə,æ,"('g_r', 'msak0')",1.0,4
æ,ə,"('g_r', 'msak0')",0.0,4
ɛə,ə,"('g_r', 'msak0')",0.0,2
ɛə,æ,"('g_r', 'msak0')",1.0,2
ɔː,ə,"('g_r', 'msak0')",0.0,2
ɔː,æ,"('g_r', 'msak0')",1.0,2
ʊ,ə,"('k_r', 'msak0')",0.0,2
l,ə,"('k_r', 'msak0')",0.0,2
ɔː,ə,"('k_r', 'msak0')",0.0,2
p,ə,"('k_r', 'msak0')",0.0,2
ʃ,ð,"('#_ei', 'msak0')",1.0,20
dʒ,ð,"('#_ei', 'msak0')",1.0,20
ə,aʊ,"('b_t', 'msak0')",1.0,10
ə,ɪ,"('b_t', 'msak0')",0.9,10
ə,iː,"('b_t', 'msak0')",1.0,10
ə,l,"('b_t', 'msak0')",0.9,10
ə,ɔː,"('b_t', 'msak0')",1.0,30
ə,ʌ,"('b_t', 'msak0')",0.8,10
əʊ,ə,"('b_t', 'msak0')",0.45,20
əʊ,aʊ,"('b_t', 'msak0')",1.0,2
əʊ,ɪ,"('b_t', 'msak0')",0.5,2
əʊ,iː,"('b_t', 'msak0')",1.0,2
əʊ,l,"('b_t', 'msak0')",1.0,2
əʊ,ɔː,"('b_t', 'msak0')",0.666666666667,6
əʊ,ʌ,"('b_t', 'msak0')",0.5,2
aʊ,ə,"('b_t', 'msak0')",0.65,40
aʊ,ɪ,"('b_t', 'msak0')",0.5,4
aʊ,iː,"('b_t', 'msak0')",1.0,4
aʊ,l,"('b_t', 'msak0')",1.0,4
aʊ,ɔː,"('b_t', 'msak0')",1.0,12
aʊ,ʌ,"('b_t', 'msak0')",1.0,4
ɪ,ə,"('b_t', 'msak0')",0.625,40
ɪ,aʊ,"('b_t', 'msak0')",0.75,4
ɪ,iː,"('b_t', 'msak0')",1.0,4
ɪ,l,"('b_t', 'msak0')",1.0,4
ɪ,ɔː,"('b_t', 'msak0')",1.0,12
ɪ,ʌ,"('b_t', 'msak0')",1.0,4
iː,ə,"('b_t', 'msak0')",0.85,40
iː,aʊ,"('b_t', 'msak0')",1.0,4
iː,ɪ,"('b_t', 'msak0')",0.5,4
iː,l,"('b_t', 'msak0')",1.0,4
iː,ɔː,"('b_t', 'msak0')",1.0,12
iː,ʌ,"('b_t', 'msak0')",1.0,4
l,ə,"('b_t', 'msak0')",0.35,40
l,aʊ,"('b_t', 'msak0')",1.0,4
l,ɪ,"('b_t', 'msak0')",1.0,4
l,iː,"('b_t', 'msak0')",1.0,4
l,ɔː,"('b_t', 'msak0')",1.0,12
l,ʌ,"('b_t', 'msak0')",1.0,4
ɒ,ə,"('b_t', 'msak0')",0.7,20
ɒ,aʊ,"('b_t', 'msak0')",1.0,2
ɒ,ɪ,"('b_t', 'msak0')",1.0,2
ɒ,iː,"('b_t', 'msak0')",1.0,2
ɒ,l,"('b_t', 'msak0')",1.0,2
ɒ,ɔː,"('b_t', 'msak0')",1.0,6
ɒ,ʌ,"('b_t', 'msak0')",1.0,2
ɔː,ə,"('b_t', 'msak0')",0.433333333333,60
ɔː,aʊ,"('b_t', 'msak0')",1.0,6
ɔː,ɪ,"('b_t', 'msak0')",1.0,6
ɔː,iː,"('b_t', 'msak0')",1.0,6
ɔː,l,"('b_t', 'msak0')",1.0,6
ɔː,ʌ,"('b_t', 'msak0')",0.5,6
ʌ,ə,"('b_t', 'msak0')",0.425,40
ʌ,aʊ,"('b_t', 'msak0')",0.75,4
ʌ,ɪ,"('b_t', 'msak0')",0.5,4
ʌ,iː,"('b_t', 'msak0')",1.0,4
ʌ,l,"('b_t', 'msak0')",1.0,4
ʌ,ɔː,"('b_t', 'msak0')",0.833333333333,12
b,j,"('#_uh', 'fsew0')",1.0,6
d,j,"('#_uh', 'fsew0')",1.0,6
m,j,"('#_uh', 'fsew0')",1.0,6
p,j,"('#_uh', 'fsew0')",1.0,6
t,j,"('#_uh', 'fsew0')",1.0,6
w,j,"('#_uh', 'fsew0')",1.0,6
ə,ɪ,"('z_k', 'fsew0')",1.0,8
ɜ:,ə,"('z_k', 'fsew0')",0.75,12
ɜ:,ɪ,"('z_k', 'fsew0')",1.0,2
ɛ,ə,"('z_k', 'fsew0')",0.666666666667,12
ɛ,ɪ,"('z_k', 'fsew0')",0.5,2
ɪ,ə,"('z_k', 'fsew0')",0.583333333333,24
y,ə,"('z_k', 'fsew0')",0.666666666667,12
y,ɪ,"('z_k', 'fsew0')",0.5,2
ʃ,d,"('s_i', 'fsew0')",1.0,2
ʃ,l,"('s_i', 'fsew0')",1.0,6
ʃ,n,"('s_i', 'fsew0')",1.0,2
ʃ,t,"('s_i', 'fsew0')",1.0,56
ʃ,θ,"('s_i', 'fsew0')",1.0,2
ʃ,w,"('s_i', 'fsew0')",1.0,20
b,d,"('s_i', 'fsew0')",1.0,2
b,l,"('s_i', 'fsew0')",1.0,6
b,n,"('s_i', 'fsew0')",1.0,2
b,t,"('s_i', 'fsew0')",1.0,56
b,θ,"('s_i', 'fsew0')",1.0,2
b,w,"('s_i', 'fsew0')",0.7,20
d,l,"('s_i', 'fsew0')",1.0,12
d,n,"('s_i', 'fsew0')",1.0,4
d,t,"('s_i', 'fsew0')",0.5089285714289999,112
d,θ,"('s_i', 'fsew0')",1.0,4
d,w,"('s_i', 'fsew0')",0.975,40
ð,d,"('s_i', 'fsew0')",1.0,2
ð,l,"('s_i', 'fsew0')",0.5,6
ð,n,"('s_i', 'fsew0')",1.0,2
ð,t,"('s_i', 'fsew0')",0.75,56
ð,θ,"('s_i', 'fsew0')",1.0,2
ð,w,"('s_i', 'fsew0')",0.85,20
g,d,"('s_i', 'fsew0')",1.0,2
g,l,"('s_i', 'fsew0')",1.0,6
g,n,"('s_i', 'fsew0')",1.0,2
g,t,"('s_i', 'fsew0')",1.0,56
g,θ,"('s_i', 'fsew0')",1.0,2
g,w,"('s_i', 'fsew0')",0.9,20
k,d,"('s_i', 'fsew0')",1.0,2
k,l,"('s_i', 'fsew0')",1.0,6
k,n,"('s_i', 'fsew0')",1.0,2
k,t,"('s_i', 'fsew0')",0.964285714286,56
k,θ,"('s_i', 'fsew0')",1.0,2
k,w,"('s_i', 'fsew0')",0.9,20
l,d,"('s_i', 'fsew0')",1.0,6
l,n,"('s_i', 'fsew0')",1.0,6
l,t,"('s_i', 'fsew0')",0.869047619048,168
l,θ,"('s_i', 'fsew0')",1.0,6
l,w,"('s_i', 'fsew0')",0.9666666666670001,60
m,d,"('s_i', 'fsew0')",1.0,2
m,l,"('s_i', 'fsew0')",1.0,6
m,n,"('s_i', 'fsew0')",1.0,2
m,t,"('s_i', 'fsew0')",0.8928571428569999,56
m,θ,"('s_i', 'fsew0')",1.0,2
m,w,"('s_i', 'fsew0')",0.5,20
n,d,"('s_i', 'fsew0')",1.0,4
n,l,"('s_i', 'fsew0')",1.0,12
n,t,"('s_i', 'fsew0')",0.392857142857,112
n,θ,"('s_i', 'fsew0')",1.0,4
n,w,"('s_i', 'fsew0')",0.95,40
p,d,"('s_i', 'fsew0')",1.0,2
p,l,"('s_i', 'fsew0')",1.0,6
p,n,"('s_i', 'fsew0')",1.0,2
p,t,"('s_i', 'fsew0')",0.910714285714,56
p,θ,"('s_i', 'fsew0')",1.0,2
p,w,"('s_i', 'fsew0')",0.8,20
ɹ,d,"('s_i', 'fsew0')",1.0,2
ɹ,l,"('s_i', 'fsew0')",1.0,6
ɹ,n,"('s_i', 'fsew0')",1.0,2
ɹ,t,"('s_i', 'fsew0')",1.0,56
ɹ,θ,"('s_i', 'fsew0')",1.0,2
ɹ,w,"('s_i', 'fsew0')",1.0,20
t,d,"('s_i', 'fsew0')",0.75,16
t,l,"('s_i', 'fsew0')",1.0,48
t,n,"('s_i', 'fsew0')",0.9375,16
t,θ,"('s_i', 'fsew0')",1.0,16
t,w,"('s_i', 'fsew0')",0.95625,160
θ,d,"('s_i', 'fsew0')",1.0,4
θ,l,"('s_i', 'fsew0')",1.0,12
θ,n,"('s_i', 'fsew0')",1.0,4
θ,t,"('s_i', 'fsew0')",0.5089285714289999,112
θ,w,"('s_i', 'fsew0')",0.975,40
w,d,"('s_i', 'fsew0')",1.0,10
w,l,"('s_i', 'fsew0')",1.0,30
w,n,"('s_i', 'fsew0')",1.0,10
w,t,"('s_i', 'fsew0')",0.9357142857140001,280
w,θ,"('s_i', 'fsew0')",1.0,10
b,m,"('t_a', 'fsew0')",0.0,2
b,ɹ,"('t_a', 'fsew0')",1.0,6
h,m,"('t_a', 'fsew0')",1.0,2
h,ɹ,"('t_a', 'fsew0')",1.0,6
k,m,"('t_a', 'fsew0')",1.0,2
k,ɹ,"('t_a', 'fsew0')",1.0,6
m,ɹ,"('t_a', 'fsew0')",1.0,12
ɹ,m,"('t_a', 'fsew0')",1.0,6
uː,m,"('t_a', 'fsew0')",1.0,2
uː,ɹ,"('t_a', 'fsew0')",1.0,6
m,k,"('iy_a', 'fsew0')",1.0,6
ə,iː,"('h_w', 'msak0')",1.0,6
aɪ,ə,"('h_w', 'msak0')",0.833333333333,6
